Chr,Start,End,Center,Experiment Insertions,Background insertions,Reference Insertions,pvalue Reference,pvalue Background,Fraction Experiment,TPH Experiment,Fraction background,TPH background,TPH background subtracted,pvalue_adj Reference,Nearest Refseq1,Gene Name1,Direction1,Distance1,Nearest Refseq2,Gene Name2,Direction2,Distance2
chr14,103930288,103931001,103930488.0,22,8,8,4.410170884039388e-08,0.0059442778497930115,2.156095428783678e-05,2156.095428783678,5.95504388495153e-06,595.504388495153,1560.5910402885252,0.00017220204479919044,NM_153046,TDRD9,+,0,NM_001127393,C14orf2,-,-8723
chr15,50205688,50206101,50205888.0,36,16,2,0.0,3.880877365802782e-06,3.528156156191473e-05,3528.156156191473,1.191008776990306e-05,1191.008776990306,2337.1473792011675,0.0,NM_003645,SLC27A2,+,0,NM_002112,HDC,-,35848
chr15,50854382,50854838,50854582.0,36,16,3,1.1102230246251565e-16,1.1186164831533674e-05,3.528156156191473e-05,3528.156156191473,1.191008776990306e-05,1191.008776990306,2337.1473792011675,2.483616707355591e-12,NM_001252127,AP4E1,+,53834,NM_032802,SPPL2A,-,-88670
chr15,52013028,52013703,52013335.0,30,7,6,3.029132500387277e-12,2.744439616675365e-07,2.940130130159561e-05,2940.130130159561,5.210663399332588e-06,521.0663399332589,2419.063790226302,3.2204197185024926e-08,NM_002748,MAPK6,+,5511,NM_001286430,LEO1,-,-41228
chr15,55357785,55358814,55358510.0,40,10,12,0.0,5.219350507346121e-10,3.920173506879414e-05,3920.1735068794146,7.443804856189412e-06,744.3804856189412,3175.7930212604733,0.0,NR_037923,DNAAF4-CCPG1,-,0,NM_004855,PIGB,+,-2138
chr15,64072612,64073121,64072847.0,29,4,7,2.736255666491161e-12,4.327388114511166e-09,2.8421257924875754e-05,2842.1257924875754,2.977521942475765e-06,297.7521942475765,2544.373598239999,2.9381384337353232e-08,NM_001014812,FAM96A,-,0,NM_148955,SNX1,+,22763
chr15,64521522,64522862,64522326.0,35,10,13,2.1094237467877974e-15,1.0602631299594378e-06,3.4301518185194876e-05,3430.1518185194877,7.443804856189412e-06,744.3804856189412,2685.7713329005464,3.9052731674281016e-11,NM_015042,ZNF609,+,0,NM_016213,TRIP4,+,-66220
chr15,65226637,65227523,65227294.0,25,13,5,3.71062625070806e-10,0.0005129968675560148,2.450108441799634e-05,2450.108441799634,9.676946313046236e-06,967.6946313046236,1482.4138104950102,2.4295114202659354e-06,NM_003613,CILP,-,-15136,NM_001316943,PARP16,-,30571
chr15,67038613,67039506,67039026.0,29,17,6,4.0000225354219765e-12,0.0035842957396373665,2.8421257924875754e-05,2842.1257924875754,1.2654468255522001e-05,1265.4468255522002,1576.6789669353752,4.116754183482844e-08,NR_135686,LOC102723493,-,0,NM_005902,SMAD3,+,26351
chr15,70323770,70324718,70324331.0,23,10,9,1.8089081343930502e-08,0.004727425538530672,2.2540997664556634e-05,2254.0997664556635,7.443804856189412e-06,744.3804856189412,1509.7192808367222,7.705105506457004e-05,NR_146562,LINC02205,-,179189,NM_001282980,TLE3,-,-225854
chr15,71104299,71105287,71104837.0,46,35,10,0.0,0.0030229595922085517,4.508199532911327e-05,4508.199532911327,2.605331699666294e-05,2605.3316996662943,1902.8678332450327,0.0,NM_001102658,CT62,-,4957,NM_024817,THSD4,+,36162
chr15,71679076,71680344,71680141.0,22,6,5,2.3012957872659e-08,0.0011311953571553346,2.156095428783678e-05,2156.095428783678,4.466282913713647e-06,446.62829137136475,1709.4671374123131,9.516380967834031e-05,NM_024817,THSD4,+,0,NR_120346,THSD4-AS2,-,8357
chr15,71691915,71693207,71692688.0,23,4,13,3.981779816975006e-08,5.992779031316342e-05,2.2540997664556634e-05,2254.0997664556635,2.977521942475765e-06,297.7521942475765,1956.347572208087,0.00015680531245933864,NM_024817,THSD4,+,0,NR_120346,THSD4-AS2,-,-377
chr15,73918594,73919455,73919047.0,31,14,5,1.7252865802674933e-13,4.427711477394958e-05,3.0381344678315463e-05,3038.1344678315463,1.0421326798665176e-05,1042.1326798665177,1996.0017879650286,2.2965860012611764e-09,NR_040066,LOXL1-AS1,-,0,NM_005576,LOXL1,+,7003
chr15,78265903,78266911,78266357.0,23,10,9,1.1441293024105903e-08,0.00021998658267230464,2.2540997664556634e-05,2254.0997664556635,7.443804856189412e-06,744.3804856189412,1509.7192808367222,5.176449122592606e-05,NM_018602,DNAJA4,+,0,NM_001303247,WDR61,-,16325
chr15,80669743,80670232,80669976.0,23,9,3,4.300947042956693e-09,0.0008879659793580297,2.2540997664556634e-05,2254.0997664556635,6.699424370570471e-06,669.9424370570471,1584.1573293986164,2.1784310297566352e-05,NM_021214,ABHD17C,+,25079,NM_014862,ARNT2,+,-71808
chr15,88540536,88540995,88540762.0,28,12,4,6.4150906808890795e-12,0.0063616644089593555,2.74412145481559e-05,2744.12145481559,8.932565827427295e-06,893.2565827427295,1850.8648720728604,6.095929511550616e-08,NR_135742,DET1,-,0,NR_120369,LINC01586,-,44576
chr15,92803654,92804536,92803854.0,23,14,5,1.2725893894227625e-08,0.0002866655023971987,2.2540997664556634e-05,2254.0997664556635,1.0421326798665176e-05,1042.1326798665177,1211.9670865891458,5.654407791588828e-05,NR_033769,ASB9P1,+,-6547,NR_037601,LINC01578,+,78307
chr15,92868708,92869927,92869658.0,30,12,6,2.7112756484370948e-12,2.1278836193072692e-07,2.940130130159561e-05,2940.130130159561,8.932565827427295e-06,893.2565827427295,2046.8735474168313,2.921052214009247e-08,NR_037601,LINC01578,+,12916,NR_037602,LINC01578,+,13369
chr15,95246276,95247669,95247466.0,35,9,15,1.0769163338864018e-14,2.6058595281597263e-09,3.4301518185194876e-05,3430.1518185194877,6.699424370570471e-06,669.9424370570471,2760.2093814624404,1.7699570494052497e-10,NR_034095,LINC01197,-,31621,NR_027132,LINC00924,+,185424
chr15,95318590,95319752,95319367.0,24,4,13,1.2284290584752e-08,2.8082102720983215e-07,2.3521041041276488e-05,2352.1041041276485,2.977521942475765e-06,297.7521942475765,2054.351909880072,5.484446921497638e-05,NR_034095,LINC01197,-,0,NR_027132,LINC00924,+,113341
chr15,95895223,95896503,95895693.0,41,40,12,0.0,0.0005888846427071215,4.0181778445513996e-05,4018.1778445513996,2.977521942475765e-05,2977.5219424757647,1040.655902075635,0.0,NR_125738,NR2F2-AS1,-,230857,NR_102743,NR2F2-AS1,-,369883
chr15,96052978,96054149,96053566.0,27,22,16,1.3868667547711766e-08,0.0010680006629424366,2.6461171171436047e-05,2646.117117143605,1.6376370683616706e-05,1637.6370683616706,1008.4800487819343,6.053620766325327e-05,NR_125738,NR2F2-AS1,-,73211,NR_102743,NR2F2-AS1,-,212237
chr15,96209378,96210089,96209778.0,25,8,8,4.203185577367208e-09,7.907872819901129e-07,2.450108441799634e-05,2450.108441799634,5.95504388495153e-06,595.504388495153,1854.604053304481,2.1423889611024106e-05,NR_125738,NR2F2-AS1,-,0,NR_102743,NR2F2-AS1,-,56297
chr15,96230578,96231322,96230823.0,28,16,5,2.9192648298703716e-11,1.4742301174597294e-05,2.74412145481559e-05,2744.12145481559,1.191008776990306e-05,1191.008776990306,1553.112677825284,2.442584520930983e-07,NR_125738,NR2F2-AS1,-,0,NR_102743,NR2F2-AS1,-,35064
chr15,98748597,98750073,98749214.0,58,65,19,0.0,0.00021116424928979693,5.684251584975151e-05,5684.251584975151,4.838473156523118e-05,4838.473156523118,845.778428452033,0.0,NM_000875,IGF1R,+,0,NR_039864,MIR4714,+,34353
chr15,98779114,98780455,98780100.0,29,29,15,2.108047292281867e-09,0.0032262834124018314,2.8421257924875754e-05,2842.1257924875754,2.1587034082949294e-05,2158.7034082949294,683.422384192646,1.1490255973965913e-05,NM_000875,IGF1R,+,0,NR_039864,MIR4714,+,3971
chr15,100721424,100722923,100722313.0,41,26,7,0.0,0.004803458058897037,4.0181778445513996e-05,4018.1778445513996,1.9353892626092473e-05,1935.3892626092472,2082.7885819421526,0.0,NM_198243,ASB7,+,-69726,NM_024708,ASB7,+,-91216
chr15,101684332,101686288,101685825.0,33,13,20,2.6845192735436285e-13,9.712436323972007e-06,3.234143143175517e-05,3234.143143175517,9.676946313046236e-06,967.6946313046236,2266.448511870893,3.4453205919026215e-09,NM_152334,TARSL2,-,0,NM_001308026,TM2D3,-,-31942
chr15,101860499,101860967,101860729.0,25,13,4,3.460327580029343e-10,0.003377867647677335,2.450108441799634e-05,2450.108441799634,9.676946313046236e-06,967.6946313046236,1482.4138104950102,2.284200526087476e-06,NR_046417,OR4F13P,+,-10176,NM_001001674,OR4F15,+,-41375
chr16,1296800,1297509,1297220.5,30,12,5,2.3081536681957004e-12,0.0037550152669919568,2.940130130159561e-05,2940.130130159561,8.932565827427295e-06,893.2565827427295,2046.8735474168313,2.503485641014436e-08,NM_194261,UBE2I,+,11644,NM_194259,UBE2I,+,12118
chr16,2846185,2847238,2847030.0,34,7,6,1.1435297153639112e-14,5.514109724380489e-09,3.332147480847502e-05,3332.1474808475023,5.210663399332588e-06,521.0663399332589,2811.0811409142434,1.8604546971463699e-10,NR_026864,PRSS30P,-,-3435,NM_022119,PRSS22,-,5489
chr16,3166459,3167029,3166813.0,24,6,4,2.309623603480304e-09,1.25132552589724e-05,2.3521041041276488e-05,2352.1041041276485,4.466282913713647e-06,446.62829137136475,1905.4758127562836,1.240014586347075e-05,NR_132322,CASP16P,+,-16514,NM_004220,ZNF213,+,-23656
chr16,4020304,4021452,4021185.0,23,7,7,1.1636170804685264e-08,0.00014914126097498315,2.2540997664556634e-05,2254.0997664556635,5.210663399332588e-06,521.0663399332589,1733.0334265224046,5.242529473049851e-05,NM_001116,ADCY9,-,0,NR_120311,LOC102724927,-,-69861
chr16,10590116,10590821,10590618.0,21,4,4,5.0317293109891637e-08,1.4469219190016425e-05,2.0580910911116924e-05,2058.0910911116925,2.977521942475765e-06,297.7521942475765,1760.3388968641161,0.0001926486594444217,NM_001424,EMP2,-,-9401,NM_144674,TEKT5,-,36683
chr16,11127783,11128342,11128099.0,28,0,3,8.325895528571436e-12,2.9598545836506673e-12,2.74412145481559e-05,2744.12145481559,0.0,0.0,2744.12145481559,7.796673533081211e-08,NM_015226,CLEC16A,+,0,NM_001243403,CLEC16A,+,-1440
chr16,46693861,46694329,46694091.0,25,14,5,2.669577892078223e-10,0.0003913382774528573,2.450108441799634e-05,2450.108441799634,1.0421326798665176e-05,1042.1326798665177,1407.9757619331162,1.8046037721609278e-06,NM_014321,ORC6,+,0,NM_018206,VPS35,-,-4630
chr16,47864443,47864902,47864669.0,26,14,5,7.629075149395703e-11,0.001980387585231891,2.5481127794716194e-05,2548.1127794716194,1.0421326798665176e-05,1042.1326798665177,1505.9800996051017,5.86707608117003e-07,NR_110649,LINC02192,-,0,NR_146502,LINC02134,+,100787
chr16,50396407,50397664,50397461.0,21,5,5,3.9600398404893156e-08,7.673764037852138e-05,2.0580910911116924e-05,2058.0910911116925,3.721902428094706e-06,372.1902428094706,1685.900848302222,0.00015633140514511684,NR_146572,LINC02178,-,-1275,NM_001173984,BRD7,-,-27474
chr16,68635836,68636740,68636315.0,29,12,6,5.085043497388142e-12,0.0002895054797877883,2.8421257924875754e-05,2842.1257924875754,8.932565827427295e-06,893.2565827427295,1948.8692097448459,5.009377428123337e-08,NM_001317195,CDH3,+,8096,NM_001305204,ZFP90,+,-59765
chr16,70205507,70205966,70205733.0,25,12,5,6.72387590050505e-10,0.0004754279999340527,2.450108441799634e-05,2450.108441799634,8.932565827427295e-06,893.2565827427295,1556.8518590569045,4.181448617970026e-06,NR_033959,SMG1P7,-,13615,NR_135173,LOC105371328,+,-16256
chr16,71707682,71708714,71708187.0,44,19,6,0.0,2.1302299925363144e-05,4.312190857567356e-05,4312.190857567356,1.4143229226759883e-05,1414.3229226759884,2897.8679348913674,0.0,NM_001289003,PHLPP2,-,0,NR_033337,SNORA70D,-,-8982
chr16,72996319,72997551,72996855.0,27,12,5,4.168909661927955e-11,2.730795020033927e-05,2.6461171171436047e-05,2646.117117143605,8.932565827427295e-06,893.2565827427295,1752.8605344008754,3.417171447372601e-07,NM_006885,ZFHX3,-,0,NR_027756,HCCAT5,+,94798
chr16,74850948,74852096,74851780.0,28,6,11,3.43077788400592e-10,3.656411102781476e-07,2.74412145481559e-05,2744.12145481559,4.466282913713647e-06,446.62829137136475,2297.493163444225,2.2693447413592195e-06,NM_030581,WDR59,-,21477,NM_001324171,WDR59,-,56637
chr16,75061784,75062654,75062451.0,22,2,5,4.7368643341094696e-08,2.9024467962379674e-07,2.156095428783678e-05,2156.095428783678,1.4887609712378825e-06,148.87609712378824,2007.2193316598898,0.0001831819931304786,NM_032268,ZNRF1,+,0,NM_153486,LDHD,-,49206
chr16,85465422,85466478,85465978.0,29,13,4,1.4856560426323995e-11,0.0072612493895425345,2.8421257924875754e-05,2842.1257924875754,9.676946313046236e-06,967.6946313046236,1874.4311611829517,1.3075973245042456e-07,NM_001134473,GSE1,+,144945,NM_001278184,GSE1,+,146652
chr16,86901539,86901951,86901739.0,20,4,2,1.3271077292653644e-07,5.605273109399178e-05,1.960086753439707e-05,1960.0867534397073,2.977521942475765e-06,297.7521942475765,1662.3345591921309,0.00046083096692363666,NR_126008,LINC02181,+,155833,NR_135182,LINC02188,+,-163714
chr16,87789520,87790455,87789735.0,48,21,4,0.0,9.558834005884975e-06,4.7042082082552975e-05,4704.208208255297,1.5631990197997764e-05,1563.1990197997766,3141.0091884555204,0.0,NR_120309,LOC102724467,-,-10373,NM_001351937,KLHDC4,-,-23529
chr16,87807104,87807913,87807304.0,25,11,4,7.354635789269537e-10,0.0031981461095801356,2.450108441799634e-05,2450.108441799634,8.188185341808353e-06,818.8185341808353,1631.2899076187987,4.529980337031952e-06,NM_003486,SLC7A5,-,22103,NR_106833,MIR6775,-,26679
chr17,7951324,7952536,7952163.0,24,11,7,2.3048608577269647e-09,0.0010727131453980299,2.3521041041276488e-05,2352.1041041276485,8.188185341808353e-06,818.8185341808353,1533.2855699468132,1.2395233865028206e-05,NM_001330124,CNTROB,+,-1406,NR_030697,TRAPPC1,-,-19326
chr17,13181789,13183134,13182931.0,26,5,8,1.4989165464385223e-10,1.735601208574522e-05,2.5481127794716194e-05,2548.1127794716194,3.721902428094706e-06,372.1902428094706,2175.922536662149,1.0682572622870273e-06,NR_146885,LINC02093,-,116047,NM_018127,ELAC2,-,-163726
chr17,13187621,13188817,13187906.0,22,8,12,3.369993095692081e-08,0.0059442778497930115,2.156095428783678e-05,2156.095428783678,5.95504388495153e-06,595.504388495153,1560.5910402885252,0.00013519178454374743,NR_146885,LINC02093,-,110364,NM_018127,ELAC2,-,-169558
chr17,27873437,27874435,27873796.0,25,4,10,2.0680338552736544e-09,5.992779031316342e-05,2.450108441799634e-05,2450.108441799634,2.977521942475765e-06,297.7521942475765,2152.3562475520575,1.1310431774898038e-05,NM_001076680,LYRM9,-,3879,NR_146896,LINC01992,-,54489
chr17,30700563,30701022,30700793.0,29,13,5,1.5192291868970642e-12,1.1363891588289654e-05,2.8421257924875754e-05,2842.1257924875754,9.676946313046236e-06,967.6946313046236,1874.4311611829517,1.687571305992194e-08,NR_024187,SUZ12P1,+,8586,NR_015341,LOC107133515,+,-63098
chr17,31321959,31323209,31322793.5,22,6,12,3.035543105767147e-08,2.982612779334204e-05,2.156095428783678e-05,2156.095428783678,4.466282913713647e-06,446.62829137136475,1709.4671374123131,0.0001222315312427269,NM_000267,NF1,+,0,NM_001003927,EVI2A,-,-211
chr17,45900931,45901871,45901501.0,21,4,8,6.672526775552967e-08,5.992779031316342e-05,2.0580910911116924e-05,2058.0910911116925,2.977521942475765e-06,297.7521942475765,1760.3388968641161,0.0002479180017094965,NM_001123067,MAPT,+,0,NR_024560,MAPT-IT1,+,-2134
chr17,48499879,48500680,48500193.0,26,10,7,1.5361334426700068e-10,1.8821843216221268e-05,2.5481127794716194e-05,2548.1127794716194,7.443804856189412e-06,744.3804856189412,1803.7322938526781,1.0875628959291176e-06,NM_002144,HOXB1,-,28765,NR_110804,LOC101927166,+,-33840
chr17,50950089,50951253,50950816.0,28,11,4,1.6400769631275125e-11,0.00010537139939337248,2.74412145481559e-05,2744.12145481559,8.188185341808353e-06,818.8185341808353,1925.3029206347546,1.439577330941446e-07,NM_003971,SPAG9,-,10921,NR_038458,TOB1-AS1,+,-81719
chr17,54977254,54978401,54978148.0,21,7,10,6.964425447453237e-08,0.00044538668811788806,2.0580910911116924e-05,2058.0910911116925,5.210663399332588e-06,521.0663399332589,1537.0247511784337,0.0002566910320337518,NM_178509,STXBP4,+,0,NR_027942,COX11,-,-8470
chr17,56869690,56870897,56870694.0,27,6,12,6.758601456269275e-10,2.0599215871941468e-06,2.6461171171436047e-05,2646.117117143605,4.466282913713647e-06,446.62829137136475,2199.48882577224,4.194945420489668e-06,NM_003647,DGKE,+,-1016,NR_027025,MTVR2,-,13205
chr17,57166377,57166992,57166649.0,21,5,4,1.0988297161063088e-07,0.00019731314968829405,2.0580910911116924e-05,2058.0910911116925,3.721902428094706e-06,372.1902428094706,1685.900848302222,0.0003908366516336226,NM_003488,AKAP1,+,-45029,NM_001242903,AKAP1,+,-45034
chr17,58575300,58576345,58575914.0,27,14,9,4.217371007975146e-09,0.00022363750176435104,2.6461171171436047e-05,2646.117117143605,1.0421326798665176e-05,1042.1326798665177,1603.9844372770872,2.1462234372152723e-05,NM_001201457,TEX14,-,0,NR_110810,SEPT4-AS1,+,-18376
chr17,58639510,58640703,58639876.0,33,2,6,7.781553179597722e-13,1.8496315590255108e-13,3.234143143175517e-05,3234.143143175517,1.4887609712378825e-06,148.87609712378824,3085.2670460517284,9.14855623455171e-09,NM_001201457,TEX14,-,0,NR_103872,RAD51C,+,51870
chr17,58740898,58741634,58741118.0,49,23,5,0.0,6.4392353671394176e-09,4.802212545927283e-05,4802.212545927283,1.7120751169235648e-05,1712.0751169235648,3090.1374290037184,0.0,NR_103872,RAD51C,+,-6557,NM_014906,PPM1E,+,14235
chr17,58900128,58901397,58900705.0,44,33,10,0.0,0.0005146734823130439,4.312190857567356e-05,4312.190857567356,2.456455602542506e-05,2456.455602542506,1855.7352550248502,0.0,NM_014906,PPM1E,+,0,NM_001320989,TRIM37,-,81242
chr17,59093003,59095705,59094612.0,75,37,21,0.0,4.784284080017187e-12,7.350325325398902e-05,7350.325325398902,2.7542077967900824e-05,2754.2077967900823,4596.11752860882,0.0,NM_001320989,TRIM37,-,0,NM_001330399,SKA2,-,14154
chr17,59621015,59622293,59622029.0,38,23,18,1.0422353724504063e-07,7.877406289280575e-05,3.7241648315354436e-05,3724.1648315354437,1.7120751169235648e-05,1712.0751169235648,2012.089714611879,0.00037221691564968257,NM_004859,CLTC,+,0,NM_024612,DHX40,+,-12664
chr17,59832730,59833500,59833124.0,51,34,9,0.0,2.739968679976723e-05,4.9982212212712535e-05,4998.221221271254,2.5308936511044003e-05,2530.8936511044003,2467.3275701668535,0.0,NM_001329397,VMP1,+,0,NR_029493,MIR21,+,7766
chr17,59844857,59846419,59845778.0,206,221,16,0.0,0.001286152743058211,0.00020188893560428985,20188.893560428984,0.000164508087321786,16450.8087321786,3738.084828250383,0.0,NM_001329397,VMP1,+,-2603,NR_029493,MIR21,+,-3521
chr17,59855630,59856543,59855938.0,55,49,5,0.0,0.00440652193853075,5.390238571959195e-05,5390.238571959195,3.647464379532812e-05,3647.464379532812,1742.7741924263828,0.0,NM_001193610,TUBD1,-,2937,NM_001329397,VMP1,+,-13376
chr17,59962548,59965656,59963324.0,43,23,19,1.1099428154359714e-08,2.8771132657423593e-06,4.214186519895371e-05,4214.186519895371,1.7120751169235648e-05,1712.0751169235648,2502.1114029718065,5.0359231112142855e-05,NM_016125,RNFT1,-,0,NM_001272043,RPS6KB1,+,-12124
chr17,60030854,60031476,60031092.0,64,48,4,0.0,2.5326640642919784e-05,6.272277611007063e-05,6272.277611007064,3.573026330970918e-05,3573.026330970918,2699.2512800361455,0.0,NR_039890,MIR4737,-,11549,NM_022070,HEATR6,-,11715
chr17,60115068,60115690,60115449.0,52,48,4,0.0,0.008041637403127577,5.096225558943239e-05,5096.225558943239,3.573026330970918e-05,3573.026330970918,1523.1992279723208,0.0,NR_027408,LOC653653,-,-12150,NR_135648,LOC105371849,+,-26377
chr17,60344695,60345600,60345133.0,48,26,12,3.552713678800501e-15,2.710152344653771e-06,4.7042082082552975e-05,4704.208208255297,1.9353892626092473e-05,1935.3892626092472,2768.8189456460495,6.288189993128881e-11,NM_032582,USP32,-,0,NM_181707,C17orf64,+,76904
chr17,60356056,60357064,60356683.0,35,19,9,5.6887161647978246e-11,7.533686321559152e-05,3.4301518185194876e-05,3430.1518185194877,1.4143229226759883e-05,1414.3229226759884,2015.8288958434994,4.513620765453733e-07,NM_032582,USP32,-,0,NM_181707,C17orf64,+,65440
chr17,60567361,60568518,60568041.0,53,24,13,0.0,9.19952991562667e-09,5.194229896615224e-05,5194.229896615224,1.786513165485459e-05,1786.513165485459,3407.716731129765,0.0,NR_126009,LINC01999,+,0,NM_003620,PPM1D,+,31665
chr17,61219424,61220631,61219635.0,30,21,9,2.5857610830293254e-08,0.005182611402260284,2.940130130159561e-05,2940.130130159561,1.5631990197997764e-05,1563.1990197997766,1376.9311103597843,0.0001058401623726538,NM_001353146,BCAS3,+,0,NR_136397,LOC101927855,-,141037
