"Chr","Start","End","Center","Experiment.Insertions","Background.insertions","Reference.Insertions","pvalue.Reference","pvalue.Background","Fraction.Experiment","TPH.Experiment","Fraction.background","TPH.background","TPH.background.subtracted","pvalue_adj.Reference","Nearest.Refseq1","Gene.Name1","Direction1","Distance1","Nearest.Refseq2","Gene.Name2","Direction2","Distance2"
"chr14",77111104,77111808,77111408,30,8,6,4.06441547085024e-12,5.33654318002341e-06,2.94013013015956e-05,2940.13013015956,5.95504388495153e-06,595.504388495153,2344.62574166441,4.16970454194256e-08,"NM_033426","CIPC","+",0,"NM_174976","ZDHHC22","-",19462
"chr11",118729728,118730196,118729958,29,17,5,4.08417744068856e-12,0.00406054423823343,2.84212579248758e-05,2842.12579248758,1.2654468255522e-05,1265.4468255522,1576.67896693538,4.17667692861669e-08,"NM_001257191","DDX6","-",17568,"NM_001301065","TREH","-",-50057
"chr20",47487169,47488460,47487635,42,14,8,4.11759515372978e-12,2.21621737628297e-08,4.11618218222338e-05,4116.18218222339,1.04213267986652e-05,1042.13267986652,3074.04950235687,4.18428460810921e-08,"NM_001174087","NCOA3","+",13397,"NR_146496","LINC01754","-",-75026
"chr6",128598211,128599686,128599075,30,20,15,4.11715106451993e-12,0.00139917151896529,2.94013013015956e-05,2940.13013015956,1.48876097123788e-05,1488.76097123788,1451.36915892168,4.18428460810921e-08,"NM_001291981","PTPRK","-",-77538,"NM_000426","LAMA2","+",283455
"chr1",147668899,147669785,147669492,30,11,7,4.21374046766232e-12,1.29951003429163e-05,2.94013013015956e-05,2940.13013015956,8.18818534180835e-06,818.818534180835,2121.31159597873,4.26852174389317e-08,"NM_016361","ACP6","-",0,"NM_004326","BCL9","+",-42681
"chr13",51523339,51524604,51524334,30,7,14,4.24882351524047e-12,2.73464835109927e-07,2.94013013015956e-05,2940.13013015956,5.21066339933259e-06,521.066339933259,2419.0637902263,4.29056853925761e-08,"NR_039852","MIR4703","+",27985,"NM_052950","WDFY2","+",59744
"chr6",138555219,138556231,138555817,30,9,10,4.34285940542622e-12,2.89450245827272e-06,2.94013013015956e-05,2940.13013015956,6.69942437057047e-06,669.942437057047,2270.18769310251,4.37182356337329e-08,"NM_020464","NHSL1","-",0,"NM_001144060","NHSL1","-",-55778
"chr4",152264,152723,152494,28,14,4,4.41158221065052e-12,0.000129200880083835,2.74412145481559e-05,2744.12145481559,1.04213267986652e-05,1042.13267986652,1701.98877494907,4.42716980112815e-08,"NM_001039127","ZNF718","+",0,"NR_027481","ZNF876P","+",59877
"chr7",135519961,135521222,135520853,29,2,8,4.63040716880414e-12,8.73779937293762e-11,2.84212579248758e-05,2842.12579248758,1.48876097123788e-06,148.876097123788,2693.24969536379,4.63233698446269e-08,"NM_001190849","CNOT4","-",-9835,"NM_001329434","NUP205","+",36692
"chr6",87705330,87706854,87706530,30,11,13,4.65216754008679e-12,2.03130632454585e-05,2.94013013015956e-05,2940.13013015956,8.18818534180835e-06,818.818534180835,2121.31159597873,4.63969742660008e-08,"NM_018064","AKIRIN2","-",-3064,"NM_181837","ORC3","+",-37877
"chr7",23045296,23045764,23045526,28,19,4,4.85866902266707e-12,0.00349654615953698,2.74412145481559e-05,2744.12145481559,1.41432292267599e-05,1414.32292267599,1329.7985321396,4.83068968728901e-08,"NM_032581","FAM126A","-",-31146,"NR_046220","KLHL7-AS1","-",55464
"chr5",90221440,90222430,90222173,29,15,11,4.89774887313388e-12,0.000596491380073894,2.84212579248758e-05,2842.12579248758,1.11657072842841e-05,1116.57072842841,1725.55506405916,4.85456127707041e-08,"NR_120601","LINC01339","-",0,"NM_001297765","CETN3","-",170905
"chr1",177571446,177572392,177572089,29,19,9,5.03463937207016e-12,0.000436215292843656,2.84212579248758e-05,2842.12579248758,1.41432292267599e-05,1414.32292267599,1427.80286981159,4.97493719757768e-08,"NR_110722","LINC01741","+",128132,"NR_126001","LINC01645","+",-204989
"chr16",68635836,68636740,68636315,29,12,6,5.08504349738814e-12,0.000289505479787788,2.84212579248758e-05,2842.12579248758,8.93256582742729e-06,893.25658274273,1948.86920974485,5.00937742812334e-08,"NM_001317195","CDH3","+",8096,"NM_001305204","ZFP90","+",-59765
"chr3",189755990,189757143,189756827,31,20,14,5.32995869662045e-12,0.00263833845081385,3.03813446783155e-05,3038.13446783155,1.48876097123788e-05,1488.76097123788,1549.37349659366,5.23464018527095e-08,"NM_001329964","TP63","+",0,"NM_001329149","TP63","+",32517
"chr5",56350235,56351391,56351073,29,18,5,5.36581890031584e-12,0.00574073071739922,2.84212579248758e-05,2842.12579248758,1.33988487411409e-05,1339.88487411409,1502.24091837348,5.25384127294263e-08,"NR_104664","LINC01948","-",106404,"NM_024669","ANKRD55","-",-116877
"chr7",125221692,125222151,125221922,28,18,5,5.45530287610063e-12,0.00100529861846455,2.74412145481559e-05,2744.12145481559,1.33988487411409e-05,1339.88487411409,1404.2365807015,5.32527159924356e-08,"NR_110188","LOC101928283","+",0,"NR_110183","LOC101928254","-",7428
"chr1",108234545,108235746,108234986,33,20,11,5.65014701692235e-12,6.44588844422866e-06,3.23414314317552e-05,3234.14314317552,1.48876097123788e-05,1488.76097123788,1745.38217193763,5.49880842652165e-08,"NM_001143989","NBPF4","-",0,"NM_013386","SLC25A24","-",-34188
"chr4",67928326,67929589,67928987,29,19,14,5.71032110485703e-12,0.00037879492672388,2.84212579248758e-05,2842.12579248758,1.41432292267599e-05,1414.32292267599,1427.80286981159,5.54063168932601e-08,"NM_001114387","TMPRSS11A","-",0,"NM_004262","TMPRSS11D","-",-44329
"chr2",207036800,207037268,207037035,28,16,4,5.72986103009043e-12,0.00036935321449405,2.74412145481559e-05,2744.12145481559,1.19100877699031e-05,1191.00877699031,1553.11267782528,5.54289549261068e-08,"NM_001270942","KLF7","-",36870,"NM_173077","CPO","+",-67327
"chr12",29932576,29933044,29932806,28,4,7,5.95123950120069e-12,1.70542693300746e-08,2.74412145481559e-05,2744.12145481559,2.97752194247576e-06,297.752194247576,2446.36926056801,5.71054441498403e-08,"NM_175861","TMTC1","-",-147818,"NM_001193451","TMTC1","-",-148767
"chr20",56935796,56936989,56936706,35,18,8,5.92592641623924e-12,0.000526034854247182,3.43015181851949e-05,3430.15181851949,1.33988487411409e-05,1339.88487411409,2090.26694440539,5.71054441498403e-08,"NM_001719","BMP7","-",231764,"NR_110631","BMP7-AS1","+",276707
"chr6",116072555,116074074,116073744,30,9,17,5.95634652711396e-12,2.10366929309647e-06,2.94013013015956e-05,2940.13013015956,6.69942437057047e-06,669.942437057047,2270.18769310251,5.71054441498403e-08,"NM_002031","FRK","-",-11798,"NM_152729","NT5DC1","+",26762
"chr3",168877667,168878580,168878044,29,14,11,6.23034956959145e-12,0.000717323969253281,2.84212579248758e-05,2842.12579248758,1.04213267986652e-05,1042.13267986652,1799.99311262106,5.95551535406732e-08,"NR_109989","LINC02082","+",23365,"NR_021485","EGFEM1P","+",-47082
"chr3",61707307,61709987,61708216,33,10,14,6.33293417706682e-12,1.10549175957875e-06,3.23414314317552e-05,3234.14314317552,7.44380485618941e-06,744.380485618941,2489.76265755658,6.03566474787597e-08,"NM_002841","PTPRG","+",0,"NM_002012","FHIT","-",-455847
"chr15",88540536,88540995,88540762,28,12,4,6.41509068088908e-12,0.00636166440895936,2.74412145481559e-05,2744.12145481559,8.93256582742729e-06,893.25658274273,1850.86487207286,6.09592951155062e-08,"NR_135742","DET1","-",0,"NR_120369","LINC01586","-",44576
"chr12",52330483,52331656,52331294,30,15,6,6.53910259273971e-12,0.00138732008722653,2.94013013015956e-05,2940.13013015956,1.11657072842841e-05,1116.57072842841,1823.55940173115,6.19549583067686e-08,"NM_002282","KRT83","-",-9086,"NM_001320198","KRT86","+",-21321
"chr8",123527768,123529182,123528459,31,9,11,6.57163212736123e-12,1.77969628079033e-05,3.03813446783155e-05,3038.13446783155,6.69942437057047e-06,669.942437057047,2368.1920307745,6.20805706170618e-08,"NM_148177","FBXO32","-",0,"NR_133926","WDYHV1","+",-79679
"chr8",139460428,139461350,139460658,28,15,11,6.78523903729911e-12,0.00203921706289223,2.74412145481559e-05,2744.12145481559,1.11657072842841e-05,1116.57072842841,1627.55072638718,6.39110394470502e-08,"NR_104210","KCNK9","-",139488,"NM_001282534","KCNK9","-",155771
"chr14",66536545,66537800,66537047,29,8,12,7.4753536694061e-12,6.40016366793006e-07,2.84212579248758e-05,2842.12579248758,5.95504388495153e-06,595.504388495153,2246.62140399242,7.02060371431837e-08,"NM_001024218","GPHN","+",0,"NR_024338","CCDC196","+",-37993
"chr16",11127783,11128342,11128099,28,0,3,8.32589552857144e-12,2.95985458365067e-12,2.74412145481559e-05,2744.12145481559,0,0,2744.12145481559,7.79667353308121e-08,"NM_015226","CLEC16A","+",0,"NM_001243403","CLEC16A","+",-1440
"chr2",138564126,138565414,138564912,30,19,14,8.44968539581714e-12,0.00305958382501059,2.94013013015956e-05,2940.13013015956,1.41432292267599e-05,1414.32292267599,1525.80720748357,7.88965984125576e-08,"NM_001001664","SPOPL","+",0,"NM_007226","NXPH2","-",103743
"chr2",190786529,190787358,190786940,28,3,4,8.73379146781872e-12,1.43221301485141e-09,2.74412145481559e-05,2744.12145481559,2.23314145685682e-06,223.314145685682,2520.80730912991,8.13136684234858e-08,"NM_001256310","GLS","+",93463,"NM_001321313","NAB1","+",-93764
"chrX",104972479,104973434,104972876,28,6,11,8.79607497950019e-12,7.74258083202639e-08,2.74412145481559e-05,2744.12145481559,4.46628291371365e-06,446.628291371365,2297.49316344423,8.16575382323144e-08,"NM_017416","IL1RAPL2","+",0,"NM_001291277","TEX13A","-",245495
"chr20",10076013,10076960,10076715,28,5,8,8.96849261522448e-12,3.73124235952815e-08,2.74412145481559e-05,2744.12145481559,3.72190242809471e-06,372.190242809471,2371.93121200612,8.2794358935784e-08,"NR_040710","SNAP25-AS1","-",0,"NM_001303472","ANKEF1","+",-19252
"chr7",104747835,104748365,104748132,28,17,6,8.96993590515649e-12,0.0013995489858597,2.74412145481559e-05,2744.12145481559,1.2654468255522e-05,1265.4468255522,1478.67462926339,8.2794358935784e-08,"NM_199000","LHFPL3","+",0,"NR_034141","LHFPL3-AS1","-",48141
"chr20",51387204,51387807,51387496,30,11,6,9.35718169614574e-12,2.92007961903984e-05,2.94013013015956e-05,2940.13013015956,8.18818534180835e-06,818.818534180835,2121.31159597873,8.61219497126444e-08,"NM_001258296","NFATC2","-",0,"NR_036162","MIR3194","-",65098
"chr7",31540395,31541248,31540924,28,12,11,9.6632701840349e-12,0.000109461213274265,2.74412145481559e-05,2744.12145481559,8.93256582742729e-06,893.25658274273,1850.86487207286,8.86857495760096e-08,"NM_001257967","CCDC129","+",0,"NM_194300","CCDC129","+",11754
"chr1",145739124,145740533,145740330,32,17,8,1.02017283509781e-11,0.000161859914149853,3.13613880550353e-05,3136.13880550353,1.2654468255522e-05,1265.4468255522,1870.69197995133,9.33615227545355e-08,"NM_007053","CD160","+",0,"NM_014455","RNF115","-",5549
"chr3",23016498,23019432,23017995.5,30,10,21,1.03211883484278e-11,1.08836021039949e-06,2.94013013015956e-05,2940.13013015956,7.44380485618941e-06,744.380485618941,2195.74964454062,9.41871884325807e-08,"NR_136177","UBE2E2-AS1","-",175639,"NM_152653","UBE2E2","+",183861
"chr1",115714156,115714906,115714492,28,13,3,1.0661138638568e-11,0.000981756918432386,2.74412145481559e-05,2744.12145481559,9.67694631304624e-06,967.694631304624,1776.42682351097,9.70146148707398e-08,"NM_001232","CASQ2","-",0,"NM_001172411","VANGL1","+",-15933
"chr9",90479169,90480433,90479862.5,30,16,13,1.16331388966273e-11,0.000698523645442095,2.94013013015956e-05,2940.13013015956,1.19100877699031e-05,1191.00877699031,1749.12135316925,1.05561461745181e-07,"NR_034157","LINC01501","-",0,"NR_109795","LINC01508","-",-45681
"chr14",23664768,23665894,23665464,30,8,10,1.17587051207124e-11,4.4941868282411e-07,2.94013013015956e-05,2940.13013015956,5.95504388495153e-06,595.504388495153,2344.62574166441,1.06401153570129e-07,"NM_005794","DHRS2","+",-19130,"NM_001318835","DHRS2","+",-22331
"chr12",79082734,79083801,79083559,29,19,13,1.20121690372343e-11,0.000628528528370254,2.84212579248758e-05,2842.12579248758,1.41432292267599e-05,1414.32292267599,1427.80286981159,1.08390209049699e-07,"NM_001135805","SYT1","+",0,"NR_031700","MIR1252","+",335456
"chr8",92052458,92053988,92053702,29,14,19,1.20801146863414e-11,0.000188134746221369,2.84212579248758e-05,2842.12579248758,1.04213267986652e-05,1042.13267986652,1799.99311262106,1.08698829061252e-07,"NM_001198633","RUNX1T1","-",0,"NM_175636","RUNX1T1","-",-34779
"chr6",36557729,36558475,36557973,28,10,4,1.22079013564758e-11,0.000108753438869069,2.74412145481559e-05,2744.12145481559,7.44380485618941e-06,744.380485618941,1999.74096919665,1.09542689057026e-07,"NM_007271","STK38","-",-10214,"NR_036610","SRSF3","+",35838
"chrX",145721363,145721822,145721593,27,20,3,1.24594778938558e-11,0.00290002261003663,2.6461171171436e-05,2646.1171171436,1.48876097123788e-05,1488.76097123788,1157.35614590572,1.11489553993192e-07,"NM_001144003","SLITRK2","+",96007,"NM_001144006","SLITRK2","+",99526
"chr7",7764814,7766314,7765520,31,22,20,1.3505863094565e-11,0.00141378902019818,3.03813446783155e-05,3038.13446783155,1.63763706836167e-05,1637.63706836167,1400.49739946988,1.20518016711281e-07,"NM_001302348","UMAD1","+",0,"NM_002947","RPA3","-",-46208
"chr4",28092342,28093627,28093130,29,11,12,1.37068134620222e-11,1.28879124039472e-08,2.84212579248758e-05,2842.12579248758,8.18818534180835e-06,818.818534180835,2023.30725830674,1.21973298042479e-07,"NR_036237","MIR4275","+",725955,"NR_125921","LINC02261","+",-810118
"chr4",113141733,113143167,113142176,28,16,17,1.39478428806683e-11,0.000392062893564415,2.74412145481559e-05,2744.12145481559,1.19100877699031e-05,1191.00877699031,1553.11267782528,1.23776231627818e-07,"NM_001127493","ANK2","+",0,"NR_107049","MIR8082","+",9115
"chr5",37661401,37662774,37662385,29,11,14,1.41464617797737e-11,3.94871629536553e-05,2.84212579248758e-05,2842.12579248758,8.18818534180835e-06,818.818534180835,2023.30725830674,1.2519393264445e-07,"NM_018034","WDR70","+",0,"NM_001278098","GDNF","-",149903
"chr10",3330694,3331276,3330894,28,6,4,1.47482026591206e-11,2.93902017389769e-07,2.74412145481559e-05,2744.12145481559,4.46628291371365e-06,446.628291371365,2297.49316344423,1.30161656576265e-07,"NR_131187","LOC105376360","+",0,"NM_014889","PITRM1","-",-157854
"chr16",85465422,85466478,85465978,29,13,4,1.4856560426324e-11,0.00726124938954253,2.84212579248758e-05,2842.12579248758,9.67694631304624e-06,967.694631304624,1874.43116118295,1.30759732450425e-07,"NM_001134473","GSE1","+",144945,"NM_001278184","GSE1","+",146652
"chr17",50950089,50951253,50950816,28,11,4,1.64007696312751e-11,0.000105371399393372,2.74412145481559e-05,2744.12145481559,8.18818534180835e-06,818.818534180835,1925.30292063475,1.43957733094145e-07,"NM_003971","SPAG9","-",10921,"NR_038458","TOB1-AS1","+",-81719
"chr14",96116361,96117877,96117241,28,8,6,1.64683822134748e-11,0.000120902222718211,2.74412145481559e-05,2744.12145481559,5.95504388495153e-06,595.504388495153,2148.61706632044,1.44158400261737e-07,"NM_001252507","C14orf132","+",-22391,"NM_000623","BDKRB2","+",86921
"chr2",217652986,217654230,217653380,29,11,8,1.66345826002612e-11,1.87456239190142e-05,2.84212579248758e-05,2842.12579248758,8.18818534180835e-06,818.818534180835,2023.30725830674,1.4521864385553e-07,"NR_026597","DIRC3","-",0,"NM_022648","TNS1","-",145559
"chr18",9898349,9899501,9899134,29,6,12,1.67790226157649e-11,9.68946612944777e-08,2.84212579248758e-05,2842.12579248758,4.46628291371365e-06,446.628291371365,2395.49750111621,1.46083703435442e-07,"NM_032243","TXNDC2","+",-10191,"NM_003574","VAPA","+",14457
"chr10",3692043,3692779,3692512,29,17,7,1.76572090282434e-11,0.00407863036096057,2.84212579248758e-05,2842.12579248758,1.2654468255522e-05,1265.4468255522,1576.67896693538,1.52902981304999e-07,"NR_131187","LOC105376360","+",0,"NM_001160124","KLF6","-",83217
"chr3",102113236,102114456,102113725,29,15,13,1.76344494562386e-11,0.000295829799394687,2.84212579248758e-05,2842.12579248758,1.11657072842841e-05,1116.57072842841,1725.55506405916,1.52902981304999e-07,"NR_135549","LOC101929411","+",49249,"NR_026934","LINC02085","+",-115311
"chr20",47204101,47205125,47204301,31,12,3,1.81032966395378e-11,1.78778091690646e-05,3.03813446783155e-05,3038.13446783155,8.93256582742729e-06,893.25658274273,2144.87788508882,1.56345602690086e-07,"NM_001281777","ZMYND8","-",4089,"NM_005244","EYA2","+",-15258
"chr8",101610458,101611438,101610958,31,22,7,1.86251014611116e-11,0.000689629030221184,3.03813446783155e-05,3038.13446783155,1.63763706836167e-05,1637.63706836167,1400.49739946988,1.60421982863477e-07,"NM_001330593","GRHL2","+",0,"NM_001040625","NCALD","-",75104
"chr11",110362482,110363626,110363423,28,18,11,2.00260918958861e-11,0.00342256960982079,2.74412145481559e-05,2744.12145481559,1.33988487411409e-05,1339.88487411409,1404.2365807015,1.7202904245354e-07,"NR_135100","LOC105369486","+",0,"NM_001260493","RDX","-",-65771
"chr10",84401185,84402337,84401761,28,5,13,2.10732542527126e-11,2.98713150703733e-06,2.74412145481559e-05,2744.12145481559,3.72190242809471e-06,372.190242809471,2371.93121200612,1.80542976066334e-07,"NM_001284240","CCSER2","+",0,"NM_001284243","CCSER2","+",22602
"chr3",66740297,66741150,66740683,27,10,4,2.19713136573318e-11,0.000166325905958664,2.6461171171436e-05,2646.1171171436,7.44380485618941e-06,744.380485618941,1901.73663152466,1.87737706842272e-07,"NR_135533","LOC105377143","-",-1962,"NM_015541","LRIG1","-",-239877
"chr12",32182707,32183840,32183606.5,28,9,7,2.22094564961139e-11,2.17902787775781e-05,2.74412145481559e-05,2744.12145481559,6.69942437057047e-06,669.942437057047,2074.17901775854,1.89270515894457e-07,"NM_001003398","BICD1","+",0,"NM_018169","KIAA1551","+",-189601
"chr14",68190864,68192280,68191735,36,13,19,2.32115437981406e-11,5.06169462899386e-07,3.52815615619147e-05,3528.15615619147,9.67694631304624e-06,967.694631304624,2560.46152488685,1.97288445703931e-07,"NM_001321819","RAD51B","+",0,"NM_015346","ZFYVE26","-",-374276
"chr1",107936037,107937110,107936582,30,14,7,2.49025244869472e-11,7.99696710629405e-07,2.94013013015956e-05,2940.13013015956,1.04213267986652e-05,1042.13267986652,1897.99745029304,2.11104073778504e-07,"NM_006113","VAV3","-",0,"NR_046653","VAV3-AS1","+",27333
"chr6",154167461,154168189,154167755,27,11,5,2.51749732171902e-11,5.81082067881988e-05,2.6461171171436e-05,2646.1171171436,8.18818534180835e-06,818.818534180835,1827.29858296277,2.12853539562756e-07,"NM_001008503","OPRM1","+",0,"NM_001145279","OPRM1","+",-35108
"chr5",19884932,19885744,19885258,29,6,11,2.56918930574557e-11,4.57392590469397e-09,2.84212579248758e-05,2842.12579248758,4.46628291371365e-06,446.628291371365,2395.49750111621,2.16655429752593e-07,"NM_001349559","CDH18","-",0,"NR_146519","CDH18-AS1","+",419807
"chr20",47174132,47174980,47174645,32,16,4,2.58547627751682e-11,0.000248745634284897,3.13613880550353e-05,3136.13880550353,1.19100877699031e-05,1191.00877699031,1945.13002851323,2.1745961678247e-07,"NM_005244","EYA2","+",0,"NR_037410","MIR3616","+",-7075
"chr17",62819591,62820392,62820027,29,14,6,2.6044832956984e-11,0.000467151555793466,2.84212579248758e-05,2842.12579248758,1.04213267986652e-05,1042.13267986652,1799.99311262106,2.18487797623221e-07,"NR_135634","LOC101927877","+",0,"NM_152598","MARCH10","-",-11211
"chr15",96230578,96231322,96230823,28,16,5,2.91926482987037e-11,1.47423011745973e-05,2.74412145481559e-05,2744.12145481559,1.19100877699031e-05,1191.00877699031,1553.11267782528,2.44258452093098e-07,"NR_125738","NR2F2-AS1","-",0,"NR_102743","NR2F2-AS1","-",35064
